month_dt,utterances,energy_security_rate,avg_security_density,avg_economic_density,avg_climate_density,avg_minerals_density,avg_securitization_index
2019-01-01,147,0.08163265306122448,0.646256462585034,2.6138979591836735,2.027602721088435,4.443272789115646,0.07585034013605442
2019-02-01,299,0.14381270903010032,5.159935785953177,6.253164882943144,3.976817725752509,0.6527852842809365,0.460479375696767
2019-03-01,242,0.09504132231404959,1.009142561983471,2.8240516528925617,5.291017355371901,1.205006611570248,0.0882034632034632
2019-04-01,194,0.17525773195876287,3.2241396907216497,4.2751721649484535,5.231353092783506,8.875493298969072,0.5568371491051903
2019-05-01,193,0.09326424870466321,0.37046891191709846,1.6106284974093263,9.334240414507772,0.09236683937823834,0.04659483435390171
2019-06-01,355,0.08169014084507042,1.1973577464788732,2.560994647887324,5.128518028169014,1.576945633802817,0.09357589984350546
2019-07-01,162,0.09259259259259259,0.89165,4.2501845679012344,5.099307407407408,1.3805308641975307,0.07861017583239806
2019-09-01,162,0.12962962962962962,1.4728833333333333,3.5056425925925923,3.9359222222222225,0.10587901234567901,0.14372168620534634
2019-10-01,193,0.17616580310880828,1.9503321243523317,3.476070466321244,5.704473575129534,0.3678906735751295,0.26472734654691377
2019-11-01,321,0.14953271028037382,2.050140186915888,6.0243554517133955,5.568540186915888,0.09654485981308411,0.32557935874318505
2019-12-01,542,0.11992619926199262,1.7862271217712176,4.11489557195572,7.611799261992619,1.9739627306273062,0.16517543205735088
2020-01-01,118,0.11016949152542373,1.9222601694915253,0.5521576271186441,4.0083627118644065,2.228944915254237,0.17564568200161418
2020-02-01,191,0.225130890052356,2.761661780104712,4.536238219895288,5.1891136125654445,0.1285329842931937,0.3018615474112856
2020-03-01,255,0.058823529411764705,1.1069113725490196,2.260514117647059,4.970166666666667,2.0441149019607843,0.07202998846597462
2020-04-01,15,0.2,1.218,0.7920133333333333,0.0,0.0,0.23333333333333334
2020-05-01,54,0.16666666666666666,0.8052722222222223,4.738683333333333,2.0250055555555555,0.20128888888888888,0.1435920047031158
2020-06-01,225,0.08888888888888889,0.5726675555555556,3.0003186666666664,8.409031555555556,0.1857577777777778,0.06976278659611992
2020-07-01,48,0.20833333333333334,2.1295354166666667,4.406625,4.373435416666667,1.2164895833333333,0.16967592592592592
2020-08-01,18,0.1111111111111111,0.8678444444444445,1.700677777777778,0.0,0.0,0.2777777777777778
2020-09-01,152,0.27631578947368424,2.4855907894736844,2.993524342105263,4.604917105263158,0.21257039473684208,0.4458411654135338
2020-10-01,101,0.13861386138613863,1.1357217821782177,2.506159405940594,5.1448584158415835,0.23496336633663367,0.12597045418827596
2020-11-01,251,0.1952191235059761,3.666610358565737,5.587422310756972,5.964262948207171,0.13860956175298803,0.27437891900043293
2020-12-01,89,0.2696629213483146,4.843776404494382,8.216421348314606,5.876842696629214,0.10466966292134831,0.7736872000062034
2021-01-01,36,0.1388888888888889,0.8830277777777777,1.8420611111111111,2.2035638888888887,0.0,0.5555555555555556
2021-02-01,75,0.06666666666666667,0.3268546666666667,0.80208,1.3579933333333334,0.850288,0.13822222222222222
2021-03-01,68,0.36764705882352944,6.027297058823529,1.861279411764706,7.253941176470589,0.45955882352941174,1.0732007575757576
2021-04-01,92,0.07608695652173914,0.31350652173913046,0.928433695652174,2.062683695652174,0.508645652173913,0.06068840579710145
2021-05-01,249,0.14056224899598393,1.785289156626506,2.6910746987951804,6.68474297188755,0.09976506024096385,0.2854211941561339
2021-06-01,435,0.16091954022988506,3.5110655172413794,4.391794482758621,9.355429195402298,0.2513687356321839,0.2769611785637363
2021-07-01,105,0.05714285714285714,1.7363704761904764,3.942042857142857,8.22021238095238,0.7947219047619049,0.11492063492063492
2021-08-01,5,0.4,2.9539999999999997,0.0,18.51792,0.0,0.4
2021-09-01,253,0.11462450592885376,1.1736296442687748,7.468130434782609,7.130096837944665,0.8354920948616601,0.13552320796566322
2021-10-01,389,0.17737789203084833,2.388494344473008,9.028781233933163,5.673937789203085,0.13769151670951157,0.18449149084127434
2021-11-01,396,0.17929292929292928,2.4351671717171715,7.300298484848485,5.985048232323233,0.18107020202020202,0.44766660402323577
2021-12-01,327,0.1162079510703364,2.7468235474006115,8.631471559633027,4.018892048929663,0.6539113149847096,0.22744698239313318
2022-01-01,166,0.15060240963855423,2.423747590361446,5.269539156626506,5.075677710843373,0.09517168674698795,0.3157082876962395
2022-02-01,650,0.21384615384615385,6.9689623076923075,7.193017230769231,3.645861076923077,3.2255169230769236,0.6461897445784085
2022-03-01,453,0.3443708609271523,10.855489624724061,10.863201986754966,4.873015452538632,0.24444790286975718,0.9172692765904686
2022-04-01,229,0.22707423580786026,5.898865938864629,4.305959825327511,7.146701746724891,0.8571764192139738,0.3333853191931795
2022-05-01,143,0.23776223776223776,3.122890909090909,3.3390825174825176,6.190911888111888,1.46236993006993,0.27587428111903634
2022-06-01,513,0.2651072124756335,7.143666081871345,7.654472124756335,2.8629536062378165,0.31941442495126704,0.6005143148332003
2022-07-01,191,0.225130890052356,5.070749214659686,7.704679581151833,3.3942926701570677,1.8527167539267015,0.3716666970091882
